English,French
I feel lost.,Je me sens perdue.
I feel safe.,Je me sens en sécurité.
I feel sick.,Je ne me sens pas bien.
I feel sick.,Je me sens malade.
I feel sick.,Je me sens mal.
I feel weak.,Je me sens faible.
I feel well.,Je me sens bien.
I fell down.,Je suis tombée.
I fell down.,Je suis tombé.
I fell down.,Je suis tombé à terre.
I fell down.,Je suis tombée à terre.
I felt dumb.,Je me suis senti idiot.
I felt dumb.,Je me suis sentie idiote.
I felt fear.,J'ai ressenti de la peur.
I felt fine.,Je me sentais bien.
I felt good.,Je me sentais bien.
I felt safe.,Je me suis senti en sécurité.
I felt safe.,Je me suis sentie en sécurité.
I fired Tom.,J'ai viré Tom.
I found you.,Je t'ai trouvé.
I found you.,Je vous ai trouvés.
I found you.,Je vous ai trouvées.
I got bored.,J'ai commencé à m'ennuyer.
I got dizzy.,J'ai été pris de vertiges.
I got dizzy.,J'ai été prise de vertiges.
I got fined.,On m'a mis une amende.
I got fined.,On m'a collé une amende.
I got fined.,J'ai pris une prune.
I got fined.,J'ai été verbalisé.
I got fined.,J'ai été verbalisée.
I got fined.,On m'a mis une prune.
I got fined.,Je me suis fait verbaliser.
I got fined.,J'ai pris une contravention.
I got fined.,On m'a mis une contravention.
I got fined.,J'ai pris une contredanse.
I got fined.,On m'a mis une contredanse.
I got fired.,J'ai été licencié.
I got lucky.,J'ai eu de la chance.
I got lucky.,J'ai eu du bol.
I got upset.,J'ai été contrariée.
I got upset.,Je me suis fâchée.
I got upset.,Je me suis fâché.
I got upset.,J'ai été contrarié.
I grow rice.,Je cultive du riz.
I guess not.,J'imagine que non.
I guess not.,Je suppose que non.
I had to go.,Je devais y aller.
I hate bugs.,Je déteste les insectes.
I hate dogs.,Je déteste les chiens.
I hate dogs.,Je hais les chiens.
I hate fish.,Je déteste le poisson.
I hate golf.,Je déteste le golf.
I hate kids.,Je déteste les enfants.
I hate mice.,Je déteste les souris.
I hate milk.,Je déteste le lait.
I hate sand.,Je déteste le sable.
I hate sand.,Je hais le sable.
I hate that.,Je déteste ça.
I hate them.,Je les déteste.
I hate this.,Je déteste ça.
I hate work.,Je déteste le travail.
I hated Tom.,Je détestais Tom.
I have $300.,J'ai trois cents dollars.
I have PTSD.,J’ai un trouble de stress post-traumatique.
I have cash.,J'ai du liquide.
I have cash.,Je dispose de liquide.
I have eyes.,J'ai des yeux.
I have food.,J'ai de la nourriture.
I have food.,Je dispose de nourriture.
I have news.,J'ai des nouvelles.
I have time.,J'ai du temps.
I have time.,Je dispose de temps.
I have wine.,J'ai du vin.
I hear that.,J'entends.
I heard Tom.,J'ai entendu Tom.
I hesitated.,J’ai hésité.
I hired Tom.,J'ai engagé Tom.
I know that.,Je le sais.
I know them.,Je les connais.
I know this.,Je sais ça.
I know this.,Je le sais.
I like beer.,J'aime la bière.
I like blue.,J'aime le bleu.
I like blue.,J'apprécie le bleu.
I like both.,J'aime les deux.
I like both.,Les deux me plaisent.
I like cake.,J'aime les gâteaux.
I like cats.,J'aime les chats.
I like cats.,J’aime les chats.
I like dogs.,J'aime les chiens.
I like jazz.,J'apprécie le jazz.
I like math.,J'aime les maths.
I like milk.,J'aime le lait.
I like rice.,J'aime le riz.
I like rock.,J'aime le rock.
I like that.,J'aime cela.
I like that.,J'apprécie cela.
I like that.,Ça me plaît.
I like them.,Je les apprécie.
I like this.,Je l'apprécie.
I like this.,J'apprécie ceci.
I like wine.,J'aime le vin.
I liked Tom.,J'ai aimé Tom.
I live here.,J'habite ici.
I lost face.,J'ai perdu la face.
I love Mary.,J'aime Mary.
I love beer.,J'aime la bière.
I love dogs.,J'adore les chiens.
I love golf.,J'adore le golf.
I love kids.,J'adore les enfants.
I love life.,J'adore la vie.
I love rice.,J'aime le riz.
I love soup.,J'adore la soupe.
I loved Tom.,J'aimais Tom.
I loved you.,Je t'aimais.
I loved you.,Je t'ai aimé.
I loved you.,Je t'ai aimée.
I made rice.,J'ai fait du riz.
I messed up.,J'ai merdé.
I messed up.,J'ai foiré.
I messed up.,J'ai dégueulassé.
I messed up.,J'ai sali.
I messed up.,J'ai mis la pagaille.
I messed up.,J'ai mis le souk.
I must hide.,Il me faut me cacher.
I must hide.,Je dois me cacher.
I must obey.,Il me faut obéir.
I must obey.,Je dois obéir.
I nailed it.,C'est dans la poche !
I nailed it.,Je l'ai cloué.
I nailed it.,J'ai mis la main dessus.
I need cash.,Il me faut du liquide.
I need cash.,J'ai besoin de liquide.
I need food.,Il me faut de la nourriture.
I need glue.,J'ai besoin de colle.
I need more.,J'en veux davantage.
I need more.,Je veux davantage.
I need more.,Je veux davantage de ça.
I need more.,Il m'en faut davantage.
I need more.,Il m'en faut plus.
I need some.,J'en ai besoin.
I need that.,Il me faut ça.
I need that.,J'en ai besoin.
I need that.,C'est ce qu'il me faut.
I need them.,J'ai besoin d'eux.
I need them.,J'ai besoin d'elles.
I need time.,Il me faut du temps.
I need time.,J'ai besoin de temps.
I needed it.,J'en avais besoin.
I never bet.,Je ne parie jamais.
I never bet.,Je n'ai jamais parié.
I never cry.,Je ne pleure jamais.
I never win.,Je ne gagne jamais.
I never win.,Jamais je ne l'emporte.
I often ski.,Je skie souvent.
I oppose it.,J'y suis opposé.
I oppose it.,Je m'y oppose.
I pay taxes.,Je paie des impôts.
I pay taxes.,Je paye des accises.
I protested.,J’ai protesté.
I protested.,Je protestais.
I read lips.,Je lis sur les lèvres.
I recovered.,Je me suis remis.
I recovered.,Je me suis remise.
I recovered.,Je m'en suis remis.
I recovered.,Je m'en suis remise.
I regret it.,Je le regrette.
I said stop.,J'ai dit stop.
I said that.,J'ai dit ça.
I saved you.,Je t'ai sauvé.
I saved you.,Je t'ai sauvée.
I saved you.,Je vous ai sauvé.
I saved you.,Je vous ai sauvée.
I saved you.,Je vous ai sauvées.
I saved you.,Je vous ai sauvés.
I saw a dog.,J'ai vu un chien.
I sell cars.,Je vends des voitures.
I should go.,Je devrais partir.
I should go.,Je devrais y aller.
I smell gas.,Je sens le gaz.
I snickered.,J'ai ricané.
I struggled.,J’ai lutté.
I struggled.,Je me suis débattu.
I struggled.,Je me suis débattue.
I succeeded.,J’ai réussi.
I succeeded.,J'y suis parvenu.
I succeeded.,J'y suis parvenue.
I surrender.,Je me rends.
I thank you.,Je te remercie.
I thank you.,Je vous remercie.
I trust Tom.,Je fais confiance à Tom.
I trust her.,Je lui fais confiance.
I trust him.,J'ai confiance en lui.
I trust him.,Je lui fais confiance.
I trust you.,Je me fie à toi.
I trust you.,J'ai confiance en toi.
I waited up.,J'ai veillé.
I want Mary.,Je veux Mary.
I want cash.,Je veux du liquide.
I want eggs.,Je veux des œufs.
I want kids.,Je veux des enfants.
I want mine.,Je veux le mien.
I want mine.,Je veux la mienne.
I want more.,J'en veux davantage.
I want more.,Je veux davantage.
I want soap.,Je veux du savon.
I want soup.,Je veux de la soupe.
I want that.,Je le veux.
I want that.,Moi je veux ça.
I want them.,Je les veux.
I want this.,Je veux ceci.
I want time.,Je veux du temps.
I was alone.,J'étais seul.
I was alone.,Je me trouvais seul.
I was alone.,Je me trouvais seule.
I was bored.,Je m'ennuyais.
I was broke.,J'étais sans le sou.
I was dizzy.,J'avais la tête qui tournait.
I was dizzy.,La tête me tournait.
I was drunk.,J'étais ivre.
I was fired.,J'ai été licencié.
I was fired.,J'ai été viré.
I was fired.,On m'a saqué.
I was hired.,J'ai été engagé.
I was lucky.,J'ai eu de la chance.
I was moved.,J'étais ému.
I was naive.,J'étais crédule.
I was naive.,J'ai été crédule.
I was naive.,Je fus crédule.
I was naive.,J'ai été naïf.
I was naive.,J'ai été naïve.
I was naive.,J'étais naïf.
I was naive.,J'étais naïve.
I was ready.,J'étais prête.
I was ready.,J'y étais prêt.
I was ready.,J'y étais prête.
I was sober.,J'étais sobre.
I was sorry.,Je fus désolé.
I was sorry.,Je fus désolée.
I was there.,J'y étais.
I was there.,Je m'y trouvais.
I was there.,J'étais là.
I was there.,Je me tenais là.
I was third.,J'étais troisième.
I was tired.,J'étais fatigué.
I was tired.,J’étais fatiguée.
I was wrong.,J'avais tort.
I was wrong.,J'eus tort.
I was wrong.,J'ai eu tort.
I was wrong.,J’ai eu tort.
I was wrong.,J’avais tort.
I washed it.,Je l'ai lavé.
I washed it.,Je l'ai lavée.
I went home.,Je suis allé à la maison.
I went home.,Je suis allé chez moi.
"I went, too.",J'y suis également allé.
"I went, too.","J'y suis allé, également."
"I went, too.",J'y suis allé aussi.
I will help.,J'aiderai.
I will obey.,J'obéirai.
I will stay.,Je vais rester.
I will walk.,Je marcherai.
I won again.,J'ai à nouveau gagné.
I won't cry.,Je ne pleurerai pas.
I won't cry.,Je ne crierai pas.
I won't die.,Je ne vais pas mourir.
I work here.,Je travaille ici.
I'll attend.,Je serai présent.
I'll attend.,J'y assisterai.
I'll be sad.,Je serai triste.
I'll be sad.,Je serai malheureux.
I'll buy it.,Je l'achète.
I'll buy it.,Je l'achèterai.
I'll cancel.,J'annulerai.
I'll change.,Je changerai.
I'll decide.,J'en déciderai.
I'll decide.,Je le déciderai.
I'll get in.,J'arriverai à entrer.
I'll get it.,Je vais aller le chercher.
I'll get it.,J'irai le chercher.
I'll get up.,Je me lèverai.
I'll go now.,J'y vais maintenant.
I'll go see.,J'irai voir.
I'll manage.,Je m'en sortirai.
I'll scream.,Je crierai.
I'll try it.,Je l'essayerai.
I'll try it.,Je le tenterai.
"I'm 17, too.",J'ai également dix-sept ans.
I'm a baker.,Je suis boulanger.
I'm a baker.,Je suis boulangère.
I'm a child.,Je suis un enfant.
I'm a medic.,Je suis toubib.
I'm a widow.,Je suis veuve.
I'm all set.,Je suis tout à fait prêt.
I'm all set.,Je suis tout à fait prête.
I'm ashamed.,J'ai honte.
I'm at home.,Je suis à la maison.
I'm at home.,Je suis dans la maison.
I'm at work.,Je suis au travail.
I'm baffled.,Je suis perplexe.
I'm baffled.,Je suis confus.
I'm baffled.,Je suis confuse.
I'm blessed.,Je suis béni.
I'm blessed.,Je suis bénie.
I'm careful.,Je suis prudent.
I'm careful.,Je suis prudente.
I'm certain.,Je suis sûr.
I'm certain.,Je suis certain.
I'm chicken.,J'ai les foies.
I'm chicken.,J'ai les chocottes.
I'm cooking.,Je cuisine.
I'm correct.,J'ai raison.
I'm curious.,Je suis curieux.
I'm curious.,Je suis curieuse.
I'm dancing.,Je suis en train de danser.
I'm dieting.,Je suis au régime.
I'm driving.,Je suis en train de conduire.
I'm driving.,Je conduis.
I'm engaged.,Je suis fiancé.
I'm engaged.,Je suis fiancée.
I'm excited.,Je suis excité.
I'm excited.,Je suis excitée.
I'm falling.,Je tombe.
I'm fasting.,Je fais la diète.
I'm fasting.,Je suis à la diète.
I'm finicky.,Je suis méticuleux.
I'm finicky.,Je suis méticuleuse.
I'm frantic.,Je suis affolé.
I'm frantic.,Je suis affolée.
I'm furious.,Je suis furieux.
I'm healthy.,Je suis en bonne santé.
I'm humming.,Je fredonne.
I'm in here.,Je suis là-dedans.
I'm in jail.,Je suis en prison.
I'm in love.,Je suis amoureux.
I'm in love.,Je suis amoureuse.
I'm in luck.,Je suis veinard.
I'm in luck.,Je suis veinarde.
I'm jealous.,Je suis jalouse.
I'm jittery.,J'ai la frousse.
I'm kidding.,Je plaisante.
I'm kidding.,Je rigole !
I'm leaving.,Je pars.
I'm married.,Je suis marié.
I'm married.,Je suis mariée.
I'm nervous.,Je suis nerveux.
I'm nervous.,Je suis nerveuse.
I'm neutral.,Je suis neutre.
I'm no fool.,Je ne suis pas idiot.
I'm no fool.,Je ne suis pas une idiote.
I'm no hero.,Je ne suis pas un héros.
I'm no liar.,Je ne suis pas un menteur.
I'm not Tom.,Je ne suis pas Tom.
I'm not fat.,Je ne suis pas gros.
I'm not mad.,Je ne suis pas fou.
I'm not mad.,Je ne suis pas folle.
I'm not old.,Je ne suis pas vieux.
I'm not old.,Je ne suis pas vieille.
I'm not sad.,Je ne suis pas triste.
I'm not shy.,Je ne suis pas timide.
I'm on duty.,Je suis en service.
I'm outside.,Je suis dehors.
I'm outside.,Je suis à l'extérieur.
I'm patient.,Je suis patiente.
I'm patient.,Je suis patient.
I'm popular.,Je suis populaire.
I'm prudent.,Je suis prudent.
I'm psyched.,Je suis remonté.
I'm psychic.,Je suis voyant.
I'm psychic.,Je suis voyante.
I'm puzzled.,Je suis perplexe.
I'm reading.,Je lis.
I'm relaxed.,Je suis détendu.
I'm relaxed.,Je suis détendue.
I'm retired.,Je suis retraité.
I'm retired.,Je suis retraitée.
I'm retired.,Je suis pensionné.
I'm retired.,Je suis pensionnée.
I'm retired.,Je suis à la retraite.
I'm selfish.,Je suis égoïste.
I'm serious.,Je suis sérieux.
I'm shocked.,Je suis choqué.
I'm shocked.,Je suis choquée.
I'm sincere.,Je suis sincère.
I'm sloshed.,Je suis bourré.
I'm sloshed.,Je suis bourrée.
I'm smashed.,Je suis fracassé !
I'm so cold.,J'ai tellement froid.
I'm so full.,Je suis tellement rassasié.
I'm so glad.,Je suis si heureux.
I'm starved.,Je meurs de faim !
I'm starved.,J'ai l'estomac dans les talons.
I'm starved.,J'ai la dalle.
I'm starved.,J'ai les crocs.
I'm staying.,Je reste.
I'm stuffed.,Je suis gavé.
I'm stuffed.,Je suis gavée.
I'm stumped.,Je ne sais pas quoi répondre.
I'm stumped.,Je sèche.
I'm stunned.,Je suis sidéré.
I'm stunned.,Je suis sidérée.
I'm talking.,Je suis en train de discuter.
I'm teasing.,Je taquine.
I'm the law.,Je suis la loi !
I'm the law.,"La loi, c'est moi !"
I'm thirsty.,J'ai soif.
I'm through.,J'en ai fini.
I'm through.,J'en ai terminé.
I'm too fat.,Je suis trop gros.
I'm touched.,Je suis touché.
I'm touched.,Je suis touchée.
I'm trapped.,Je suis piégée.
I'm trapped.,Je suis piégé.
I'm unarmed.,Je suis désarmé.
I'm unhappy.,Je suis mécontent.
I'm unhappy.,Je suis mécontente.
I'm unlucky.,J'ai la schcoumoune.
I'm unlucky.,Je suis un poissard.
I'm unlucky.,Je suis malchanceux.
I'm up here.,Je suis en haut.
I'm up next.,Je suis le prochain.
I'm up next.,Je suis la prochaine.
I'm useless.,Je ne sers à rien.
I'm useless.,Je suis inutile.
I'm wealthy.,Je suis riche.
I'm wealthy.,Je suis fortuné.
I'm wealthy.,Je suis fortunée.
I'm winning.,Je gagne.
I'm winning.,Je l'emporte.
I'm working.,Je suis en train de travailler.
I'm worried.,Je suis préoccupé.
I'm worried.,Je me fais du souci.
I've failed.,J'ai échoué.
Ignore that.,Ne faites pas attention à ça.
Ignore that.,Ignore ça.
Ignore that.,Ignorez ça.
Ignore that.,N'en tenez pas compte.
Ignore that.,Oubliez cela.
Ignore that.,Oublie cela.
Ignore them.,Ignore-les.
Ignore them.,Ignorez-les.
Is Tom done?,Tom a fini ?
Is Tom here?,Est-ce que Tom est ici ?
Is Tom here?,Tom est ici ?
Is Tom here?,Tom est là ?
Is Tom hurt?,Tom est-il blessé ?
Is Tom kind?,Tom est-il gentil ?
Is Tom lazy?,Est-ce que Tom est paresseux ?
Is Tom lazy?,Tom est-il paresseux ?
Is Tom nuts?,Tom est-il fou ?
Is Tom rich?,Est-ce que Tom est riche ?
Is Tom rich?,Tom est-il riche ?
Is Tom safe?,Tom est-il en sécurité ?
Is Tom safe?,Tom ne risque-t-il rien ?
Is Tom safe?,Tom est-il à l'abri ?
Is Tom sick?,Est-ce que Tom est malade ?
Is Tom sick?,Tom est-il malade ?
Is Tom sure?,Est-ce que Tom est sûr ?
Is Tom well?,Est-ce que Tom va bien ?
Is Tom well?,Est-ce que Tom va bien ?
Is Tom well?,Tom va-t-il bien ?
Is he right?,A-t-il raison ?
Is it clean?,Est-ce propre ?
Is it clear?,Est-ce clair ?
Is it dirty?,Est-ce sale ?
Is it fatal?,Est-ce fatal ?
Is it foggy?,Est-ce qu'il y a du brouillard ?
Is it legal?,Est-ce légal ?
Is it ready?,Est-ce prêt ?
Is it small?,Est-ce que c'est petit ?
Is it to go?,Ça doit partir ?
Is it to go?,Cela doit-il partir ?
Is it to go?,À emporter ?
Is it yours?,Est-ce à toi ?
Is it yours?,Est-ce à vous ?
Is it yours?,Vous appartient-il ?
Is it yours?,Est-ce le vôtre ?
Is it yours?,Est-ce le tien ?
Is it yours?,Est-ce la tienne ?
Is it yours?,Est-ce la vôtre ?
Is she gone?,S'en est-elle allée ?
Is that Tom?,Est-ce Tom ?
Is that all?,C'est tout ?
Is that you?,Est-ce toi ?
Is that you?,Est-ce vous ?
Is that you?,Est-ce que c'est vous ?
Is this art?,Est-ce de l'art ?
It can wait.,Ça peut attendre.
It can't be!,C'est pas possible !
It happened.,C'est arrivé.
It is foggy.,Il y a du brouillard.
It is there.,C'est là.
It may rain.,Il pourrait pleuvoir.
It may snow.,Il va peut-être se mettre à neiger.
It saved me.,Ça m'a sauvé.
It saved me.,Ça m'a sauvée.
It was cold.,Il faisait froid.
It was cool.,C'était sympa.
It was fair.,C'était juste.
It was flat.,Il était plat.
It was flat.,Elle était plate.
It was hard.,C'était dur.
It was hard.,C'était difficile.
It was long.,C'était long.
It was loud.,C'était bruyant.
It'll be OK.,Ça ira.
It'll be OK.,Ça va aller.
It'll break.,Il va casser.
It'll break.,Il va se briser.
It'll break.,Ça va casser.
It'll break.,Ça va se briser.
It'll break.,Ça va rompre.
It's 50 yen.,C'est 50 yen.
It's French.,C'est français.
It's Monday.,Nous sommes lundi.
It's a coup.,C’est un coup d’État.
It's a doll.,C'est une poupée.
It's a fact.,C'est un fait.
It's a fake.,C'est un faux.
It's a fake.,C'est une contrefaçon.
It's a gift.,Il s'agit d'un cadeau.
It's a gift.,C'est un cadeau.
It's a joke.,C'est une blague.
It's a joke.,C'est une plaisanterie.
It's a joke.,Il s'agit d'une blague.
It's a pipe.,C'est une pipe.
It's a rule.,C'est une règle.
It's a rule.,Il s'agit d'une règle.
It's a scam.,C'est une arnaque.
It's a scam.,Il s'agit d'une arnaque.
It's a sign.,C'est un signe.
It's a song.,C'est une chanson.
It's a trap.,C'est un piège.
It's all OK.,Tout est d'équerre.
It's all OK.,C'est tout bon.
It's broken.,C'est cassé.
It's cloudy.,Le temps est couvert.
It's futile.,C'est vain.
It's futile.,C'est futile.
It's ironic.,C'est ironique.
It's locked.,C'est verrouillé.
It's my job.,C'est mon métier.
It's my job.,C'est mon emploi.
It's no use.,Ça ne sert à rien.
It's not us.,Ce n'est pas nous.
It's poison.,C'est du poison.
It's secret.,C'est secret.
It's silent.,C'est silencieux.
It's simple.,C'est simple.
It's spring.,C'est le printemps.
It's stupid.,C'est minable.
It's stupid.,C'est bête.
It's tricky.,C’est coton.
It's urgent.,C'est urgent.
It's warmer.,C'est plus chaud.
It's warmer.,Il fait plus chaud.
Jump across.,Sautez de l'autre côté.
Jump across.,Saute de l'autre côté.
Just say no.,Dites simplement non !
Just say no.,Dis simplement non !
Keep moving.,Continuez d'avancer.
Keep moving.,Continue d'avancer.
Keep moving.,Continue de bouger.
Keep moving.,Continuez de bouger.
Keep moving.,Ne vous arrêtez pas.
Keep trying.,Continue à essayer.
Keep trying.,Continue d'essayer.
Keep trying.,Continuez à essayer.
Keep trying.,Continuez d'essayer.
Let Tom out.,Laissez Tom sortir.
Let Tom out.,Laisse Tom sortir.
Let Tom try.,Laissez Tom essayer.
Let Tom try.,Laisse Tom essayer.
Let me help.,Laisse-moi t'aider !
Let me help.,Laissez-moi vous aider !
Let me know.,Fais-le moi savoir !
Let me know.,Avise-moi !
Let me talk.,Laisse-moi parler.
Let me talk.,Laissez-moi parler.
Let's begin.,Commençons !
Let's begin.,Commençons.
Let's dance.,Dansons.
Let's do it!,Faisons-le !
Let's do it!,Faisons-le !
Let's do it!,On s'y met !
Let's do it!,Mettons-nous-y !
Let's do it.,Faisons-le.
Let's drink.,Buvons !
Let's hurry.,Dépêchons-nous.
Let's leave.,On y va.
Let's party.,Célébrons.
Let's party.,Faisons la fête.
Let's split.,Partons !
Let's split.,Divisons-nous !
Let's split.,Séparons-nous !
Let's start!,Commençons !
Let's start.,Commençons.
Life is fun.,La vie est amusante.
